DNPH1	11362
Int-Tn_1	1701
Int-Tn_2	2865
KAEIAEFF_00001	0
KAEIAEFF_00008	0
KAEIAEFF_00009	0
KAEIAEFF_00012	63
KAEIAEFF_00014	2110
KAEIAEFF_00017	2927
KAEIAEFF_00018	1498
KAEIAEFF_00019	12807
KAEIAEFF_00022	255
KAEIAEFF_00027	3
KAEIAEFF_00029	2753
KAEIAEFF_00030	1175
KAEIAEFF_00032	162
KAEIAEFF_00033	779
KAEIAEFF_00034	132
KAEIAEFF_00035	12
KAEIAEFF_00036	7
KAEIAEFF_00037	122
KAEIAEFF_00038	2090
KAEIAEFF_00039	218
KAEIAEFF_00041	203
KAEIAEFF_00043	183
KAEIAEFF_00044	519
KAEIAEFF_00045	0
KAEIAEFF_00046	0
KAEIAEFF_00048	4257
KAEIAEFF_00049	4007
KAEIAEFF_00050	133
KAEIAEFF_00051	37
KAEIAEFF_00052	127
KAEIAEFF_00053	21
KAEIAEFF_00054	657
KAEIAEFF_00055	826
KAEIAEFF_00056	262
KAEIAEFF_00057	840
KAEIAEFF_00063	3860
KAEIAEFF_00071	66
KAEIAEFF_00072	2441
KAEIAEFF_00076	2683
KAEIAEFF_00077	1544
KAEIAEFF_00083	567
KAEIAEFF_00084	3657
KAEIAEFF_00087	3811
KAEIAEFF_00092	1541
KAEIAEFF_00094	4575
KAEIAEFF_00095	8741
KAEIAEFF_00100	10
KAEIAEFF_00101	28
KAEIAEFF_00102	20
KAEIAEFF_00103	128
KAEIAEFF_00104	15
KAEIAEFF_00106	84
KAEIAEFF_00111	108
KAEIAEFF_00112	27
KAEIAEFF_00114	1369
KAEIAEFF_00115	31
KAEIAEFF_00116	140
KAEIAEFF_00117	392
KAEIAEFF_00122	229
KAEIAEFF_00125	1231
KAEIAEFF_00128	847
KAEIAEFF_00129	20079
KAEIAEFF_00131	3548
KAEIAEFF_00136	3987
KAEIAEFF_00137	455
KAEIAEFF_00144	946
KAEIAEFF_00145	469
KAEIAEFF_00146	37
KAEIAEFF_00147	3
KAEIAEFF_00169	2142
KAEIAEFF_00170	7929
KAEIAEFF_00171	1328
KAEIAEFF_00173	941
KAEIAEFF_00174	2584
KAEIAEFF_00179	1951
KAEIAEFF_00180	368
KAEIAEFF_00186	16310
KAEIAEFF_00190	2701
KAEIAEFF_00191	2188
KAEIAEFF_00192	2510
KAEIAEFF_00193	3905
KAEIAEFF_00194	1314
KAEIAEFF_00195	1004
KAEIAEFF_00201	303
KAEIAEFF_00204	52
KAEIAEFF_00205	188
KAEIAEFF_00206	5896
KAEIAEFF_00208	1463
KAEIAEFF_00209	857
KAEIAEFF_00212	774
KAEIAEFF_00213	272
KAEIAEFF_00214	4554
KAEIAEFF_00226	2755
KAEIAEFF_00229	5
KAEIAEFF_00231	259
KAEIAEFF_00233	899
KAEIAEFF_00237	2074
KAEIAEFF_00238	1967
KAEIAEFF_00240	523
KAEIAEFF_00241	1087
KAEIAEFF_00246	93
KAEIAEFF_00252	502
KAEIAEFF_00255	1009
KAEIAEFF_00256	917
KAEIAEFF_00259	2905
KAEIAEFF_00260	146
KAEIAEFF_00261	132
KAEIAEFF_00262	2771
KAEIAEFF_00265	2
KAEIAEFF_00269	776
KAEIAEFF_00271	712
KAEIAEFF_00272	324
KAEIAEFF_00273	423
KAEIAEFF_00274	49
KAEIAEFF_00275	12
KAEIAEFF_00277	317
KAEIAEFF_00278	202
KAEIAEFF_00283	835
KAEIAEFF_00284	471
KAEIAEFF_00285	1820
KAEIAEFF_00286	4458
KAEIAEFF_00288	200
KAEIAEFF_00289	43
KAEIAEFF_00290	187
KAEIAEFF_00291	3601
KAEIAEFF_00292	3241
KAEIAEFF_00293	218
KAEIAEFF_00294	65
KAEIAEFF_00295	2
KAEIAEFF_00296	10
KAEIAEFF_00297	11
KAEIAEFF_00298	0
KAEIAEFF_00299	0
KAEIAEFF_00300	11
KAEIAEFF_00301	3
KAEIAEFF_00305	446
KAEIAEFF_00306	2669
KAEIAEFF_00307	10
KAEIAEFF_00308	18
KAEIAEFF_00312	4770
KAEIAEFF_00315	624
KAEIAEFF_00317	31
KAEIAEFF_00318	34
KAEIAEFF_00321	514
KAEIAEFF_00322	201
KAEIAEFF_00324	9
KAEIAEFF_00326	58
KAEIAEFF_00332	4067
KAEIAEFF_00335	5978
KAEIAEFF_00348	2697
KAEIAEFF_00349	90
KAEIAEFF_00351	4
KAEIAEFF_00352	23872
KAEIAEFF_00354	13583
KAEIAEFF_00355	6998
KAEIAEFF_00362	77
KAEIAEFF_00363	71
KAEIAEFF_00364	1651
KAEIAEFF_00365	1009
KAEIAEFF_00366	9363
KAEIAEFF_00368	1477
KAEIAEFF_00377	1201
KAEIAEFF_00378	2634
KAEIAEFF_00379	1609
KAEIAEFF_00381	150
KAEIAEFF_00382	10
KAEIAEFF_00387	1727
KAEIAEFF_00391	180
KAEIAEFF_00398	1801
