DNPH1	12735
Int-Tn_1	1968
Int-Tn_2	2975
KAEIAEFF_00001	0
KAEIAEFF_00008	0
KAEIAEFF_00009	0
KAEIAEFF_00012	68
KAEIAEFF_00014	2089
KAEIAEFF_00017	2996
KAEIAEFF_00018	1747
KAEIAEFF_00019	13971
KAEIAEFF_00022	314
KAEIAEFF_00027	3
KAEIAEFF_00029	2935
KAEIAEFF_00030	1202
KAEIAEFF_00032	154
KAEIAEFF_00033	816
KAEIAEFF_00034	143
KAEIAEFF_00035	8
KAEIAEFF_00036	22
KAEIAEFF_00037	168
KAEIAEFF_00038	2468
KAEIAEFF_00039	248
KAEIAEFF_00041	252
KAEIAEFF_00043	181
KAEIAEFF_00044	503
KAEIAEFF_00045	0
KAEIAEFF_00046	0
KAEIAEFF_00048	4584
KAEIAEFF_00049	4613
KAEIAEFF_00050	130
KAEIAEFF_00051	47
KAEIAEFF_00052	160
KAEIAEFF_00053	15
KAEIAEFF_00054	672
KAEIAEFF_00055	981
KAEIAEFF_00056	302
KAEIAEFF_00057	888
KAEIAEFF_00063	4261
KAEIAEFF_00071	68
KAEIAEFF_00072	2674
KAEIAEFF_00076	2826
KAEIAEFF_00077	1804
KAEIAEFF_00083	614
KAEIAEFF_00084	4181
KAEIAEFF_00087	4147
KAEIAEFF_00092	1654
KAEIAEFF_00094	5156
KAEIAEFF_00095	9864
KAEIAEFF_00100	1
KAEIAEFF_00101	46
KAEIAEFF_00102	23
KAEIAEFF_00103	128
KAEIAEFF_00104	12
KAEIAEFF_00106	80
KAEIAEFF_00111	116
KAEIAEFF_00112	39
KAEIAEFF_00114	1743
KAEIAEFF_00115	37
KAEIAEFF_00116	114
KAEIAEFF_00117	478
KAEIAEFF_00122	201
KAEIAEFF_00125	1530
KAEIAEFF_00128	947
KAEIAEFF_00129	19689
KAEIAEFF_00131	4052
KAEIAEFF_00136	4428
KAEIAEFF_00137	500
KAEIAEFF_00144	1162
KAEIAEFF_00145	469
KAEIAEFF_00146	44
KAEIAEFF_00147	1
KAEIAEFF_00169	2556
KAEIAEFF_00170	7925
KAEIAEFF_00171	1129
KAEIAEFF_00173	844
KAEIAEFF_00174	2072
KAEIAEFF_00179	2134
KAEIAEFF_00180	398
KAEIAEFF_00186	17843
