DNPH1	582
Int-Tn_1	3407
Int-Tn_2	3408
KAEIAEFF_00001	0
KAEIAEFF_00008	0
KAEIAEFF_00009	0
KAEIAEFF_00012	52
KAEIAEFF_00014	526
KAEIAEFF_00017	2431
KAEIAEFF_00018	1153
KAEIAEFF_00019	863
KAEIAEFF_00022	665
KAEIAEFF_00027	19
KAEIAEFF_00029	5651
KAEIAEFF_00030	1911
KAEIAEFF_00032	49
KAEIAEFF_00033	878
KAEIAEFF_00034	204
KAEIAEFF_00035	19
KAEIAEFF_00036	29
KAEIAEFF_00037	204
KAEIAEFF_00038	3974
KAEIAEFF_00039	466
KAEIAEFF_00041	183
KAEIAEFF_00043	101
KAEIAEFF_00044	411
KAEIAEFF_00045	0
KAEIAEFF_00046	0
KAEIAEFF_00048	3068
KAEIAEFF_00049	2300
KAEIAEFF_00050	27
KAEIAEFF_00051	13
KAEIAEFF_00052	21
KAEIAEFF_00053	6
KAEIAEFF_00054	625
KAEIAEFF_00055	593
KAEIAEFF_00056	136
KAEIAEFF_00057	629
KAEIAEFF_00063	3243
KAEIAEFF_00071	61
KAEIAEFF_00072	306
KAEIAEFF_00076	2166
KAEIAEFF_00077	1567
KAEIAEFF_00083	455
KAEIAEFF_00084	1956
KAEIAEFF_00087	5183
KAEIAEFF_00092	679
KAEIAEFF_00094	6495
KAEIAEFF_00095	15026
KAEIAEFF_00100	2
KAEIAEFF_00101	47
KAEIAEFF_00102	30
KAEIAEFF_00103	107
KAEIAEFF_00104	14
KAEIAEFF_00106	182
KAEIAEFF_00111	63
KAEIAEFF_00112	29
KAEIAEFF_00114	715
KAEIAEFF_00115	8
KAEIAEFF_00116	659
KAEIAEFF_00117	651
KAEIAEFF_00122	559
KAEIAEFF_00125	1686
KAEIAEFF_00128	2047
KAEIAEFF_00129	8747
KAEIAEFF_00131	4624
KAEIAEFF_00136	7169
KAEIAEFF_00137	217
KAEIAEFF_00144	599
KAEIAEFF_00145	898
KAEIAEFF_00146	1
KAEIAEFF_00147	0
KAEIAEFF_00169	1448
KAEIAEFF_00170	1685
KAEIAEFF_00171	531
KAEIAEFF_00173	710
KAEIAEFF_00174	1184
KAEIAEFF_00179	1419
KAEIAEFF_00180	203
KAEIAEFF_00186	31124
KAEIAEFF_00190	292
KAEIAEFF_00191	3884
KAEIAEFF_00192	1530
KAEIAEFF_00193	2548
KAEIAEFF_00194	1047
KAEIAEFF_00195	658
KAEIAEFF_00201	248
KAEIAEFF_00204	55
KAEIAEFF_00205	146
KAEIAEFF_00206	522
KAEIAEFF_00208	556
KAEIAEFF_00209	2468
KAEIAEFF_00212	1016
KAEIAEFF_00213	222
KAEIAEFF_00214	7561
KAEIAEFF_00226	1488
KAEIAEFF_00229	8
KAEIAEFF_00231	89
KAEIAEFF_00233	140
KAEIAEFF_00237	3592
KAEIAEFF_00238	3570
KAEIAEFF_00240	663
KAEIAEFF_00241	1868
KAEIAEFF_00246	105
KAEIAEFF_00252	2316
KAEIAEFF_00255	2518
KAEIAEFF_00256	361
KAEIAEFF_00259	1113
KAEIAEFF_00260	237
KAEIAEFF_00261	241
KAEIAEFF_00262	936
KAEIAEFF_00265	0
KAEIAEFF_00269	949
KAEIAEFF_00271	229
KAEIAEFF_00272	1058
KAEIAEFF_00273	895
KAEIAEFF_00274	125
KAEIAEFF_00275	7
KAEIAEFF_00277	227
KAEIAEFF_00278	176
KAEIAEFF_00283	516
KAEIAEFF_00284	382
KAEIAEFF_00285	3807
KAEIAEFF_00286	4041
KAEIAEFF_00288	191
KAEIAEFF_00289	39
KAEIAEFF_00290	170
KAEIAEFF_00291	4462
KAEIAEFF_00292	2510
KAEIAEFF_00293	271
KAEIAEFF_00294	32
KAEIAEFF_00295	0
KAEIAEFF_00296	0
KAEIAEFF_00297	0
KAEIAEFF_00298	3
KAEIAEFF_00299	2
KAEIAEFF_00300	8
KAEIAEFF_00301	0
KAEIAEFF_00305	370
KAEIAEFF_00306	1849
KAEIAEFF_00307	5
KAEIAEFF_00308	19
KAEIAEFF_00312	15961
KAEIAEFF_00315	705
KAEIAEFF_00317	113
KAEIAEFF_00318	2
KAEIAEFF_00321	1542
KAEIAEFF_00322	2082
KAEIAEFF_00324	6
KAEIAEFF_00326	36
KAEIAEFF_00332	1005
KAEIAEFF_00335	2238
KAEIAEFF_00348	2571
KAEIAEFF_00349	112
KAEIAEFF_00351	0
KAEIAEFF_00352	18535
KAEIAEFF_00354	29209
KAEIAEFF_00355	7766
KAEIAEFF_00362	53
KAEIAEFF_00363	38
KAEIAEFF_00364	2638
KAEIAEFF_00365	1356
KAEIAEFF_00366	3014
KAEIAEFF_00368	6087
KAEIAEFF_00377	547
KAEIAEFF_00378	1213
KAEIAEFF_00379	1020
KAEIAEFF_00381	30
KAEIAEFF_00382	0
KAEIAEFF_00387	5323
KAEIAEFF_00391	173
KAEIAEFF_00398	1381
KAEIAEFF_00399	4985
KAEIAEFF_00403	208
KAEIAEFF_00405	102
KAEIAEFF_00406	28341
KAEIAEFF_00417	667
KAEIAEFF_00418	1152
KAEIAEFF_00419	2307
KAEIAEFF_00420	1098
KAEIAEFF_00426	228
KAEIAEFF_00427	2272
KAEIAEFF_00431	3
KAEIAEFF_00432	61
KAEIAEFF_00433	22
KAEIAEFF_00434	12
KAEIAEFF_00436	9278
KAEIAEFF_00437	5
KAEIAEFF_00438	40
KAEIAEFF_00439	89
KAEIAEFF_00440	13
KAEIAEFF_00445	3892
KAEIAEFF_00452	6925
KAEIAEFF_00456	0
KAEIAEFF_00460	70019
KAEIAEFF_00461	5007
KAEIAEFF_00463	9052
KAEIAEFF_00464	8
KAEIAEFF_00465	25
KAEIAEFF_00466	2866
KAEIAEFF_00467	1385
KAEIAEFF_00468	30
KAEIAEFF_00469	180
KAEIAEFF_00471	1439
KAEIAEFF_00515	12701
KAEIAEFF_00516	18763
KAEIAEFF_00532	172
KAEIAEFF_00533	15
KAEIAEFF_00534	167
KAEIAEFF_00535	89
KAEIAEFF_00536	710
KAEIAEFF_00537	742
KAEIAEFF_00538	233
KAEIAEFF_00539	12
KAEIAEFF_00540	318
KAEIAEFF_00541	850
KAEIAEFF_00544	6053
KAEIAEFF_00546	5109
KAEIAEFF_00557	1913
KAEIAEFF_00563	8197
KAEIAEFF_00564	32
KAEIAEFF_00570	1298
KAEIAEFF_00572	7076
KAEIAEFF_00596	15807
KAEIAEFF_00598	740
KAEIAEFF_00599	785
