"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"pstB3_2",5735.66230687646,1.32721626550118,0.0572064308930963,23.2004731772446,4.50341021312964e-119,2.28458714939085e-118
"araD",41.1725966696389,1.32655652591035,0.358162624576593,3.7037826810616,0.00021240824217823,0.000284040477824947
"tqsA_4",4086.6225343665,1.31768174760391,0.0587491981074023,22.4289316289047,2.0551260484212e-111,1.0012473857857e-110
"prsA_2",19518.7600413459,1.31733232054677,0.0528426648219511,24.9293317243825,3.57844562202221e-137,2.06438848519549e-136
"phoR_1",2191.4089813586,1.3109550081151,0.0625359821338275,20.9632113126431,1.42164777248602e-97,6.19017204477563e-97
"dhaK",1592.71599734612,1.30286467793732,0.0840727830586271,15.4968662929688,3.64228727769662e-54,1.08185410218572e-53
"pucK",16106.2004824484,1.30257425135809,0.0640120584892774,20.3488886640988,4.74919615526522e-92,1.97635819169631e-91
"rpoZ",13165.5186703355,1.28969467146134,0.0608259115179892,21.2030471763651,8.95091841484778e-100,3.95126177539413e-99
"pepS",10480.4558533405,1.28831678708578,0.054177830585099,23.7794089053118,5.45547981961772e-125,2.91567115443114e-124
"dinB_2",2622.91929006666,1.2827717072166,0.0657497904225983,19.5098980387885,9.04623578651581e-85,3.59599124051051e-84
"bceA_2",1484.26362162585,1.27947178943658,0.0818855750025333,15.6251182140077,4.91010133489822e-55,1.46935242194145e-54
"dnaI",11413.3053266406,1.27371160329637,0.0495643281372643,25.6981512947967,1.225843938004e-145,7.33669892483293e-145
"opuCB",363.187497193443,1.2730931550625,0.135225763976472,9.41457543019691,4.74998166419766e-21,9.33637232397032e-21
"nylA",5188.84606817643,1.27054141023936,0.0908152147535163,13.9904025298819,1.78399339058851e-44,4.73558378431968e-44
"opuCA_1",1834.70685136463,1.26928452004025,0.065840843891339,19.2780718627334,8.20794702483587e-83,3.22267797191345e-82
"gsiC",4512.28547795952,1.26788017891951,0.0613576378618161,20.6637710169826,7.34019768631441e-95,3.13626628415252e-94
"bglF_5",338.878889954339,1.26185024849347,0.134362269995491,9.3914031709632,5.92061769810847e-21,1.16087694252483e-20
"fruA_4",39.2183243046041,1.25317053749027,0.344997537616149,3.63240429525781,0.000280792730712106,0.000374234181549579
"fucO",42.0683532659837,1.25197993420741,0.44905798500353,2.788013967055,0.00530322573473766,0.00665715217919151
"sppA",6731.4789410868,1.25093497116724,0.0626394743886781,19.9703938031981,9.96645384616011e-89,4.07324635451761e-88
"oppF_1",8763.29161605759,1.24884983640784,0.069019905786535,18.0940530442085,3.54993002638284e-73,1.29220687520724e-72
"pdxK",5482.43152334989,1.24705974921422,0.0638937512043758,19.5177106635245,7.76399030933338e-85,3.10171412857868e-84
"Int-Tn_1",2205.86144127244,1.24269140348199,0.0723663399621564,17.1722295770638,4.2863436550845e-66,1.44201624438422e-65
"kbaY",88.8377197998389,1.24221985098441,0.24273985810063,5.11749434437518,3.09621343703116e-07,4.5770111677852e-07
"feuB_2",251.768444732084,1.2346689048256,0.152138377865046,8.11543360821691,4.84053294800678e-16,8.62337976690617e-16
"pgaC",2344.43671973422,1.2343228738398,0.080224117545581,15.3859327045697,2.03423897753626e-53,5.97557699651278e-53
"fruA_1",1425.47416992301,1.23056383599693,0.0754086886498166,16.3185948201729,7.27919250276471e-60,2.28081365086628e-59
"bceB_2",7101.18602573645,1.22409020290091,0.0555490145407228,22.0362181583533,1.29514417770187e-107,6.10513391140881e-107
"puuD",1574.08564751071,1.22096386962783,0.0723492555883823,16.8759700386453,6.76052502011892e-64,2.24135248592324e-63
"ftsX",8261.6674621469,1.21914448624024,0.0680348208498624,17.919419365131,8.31918910789359e-72,2.97406357816867e-71
"uvrA",9821.5521806093,1.21353911523768,0.0574974997382968,21.1059458369698,7.01373815143242e-99,3.07910812252445e-98
"cdaA",7458.40683480252,1.2062252679158,0.0821813808115112,14.6775979668967,8.97125534470792e-49,2.48890035431306e-48
"lacD",1144.78730128537,1.20412846045472,0.0807647661207376,14.909081252766,2.87683744945438e-50,8.1946278863246e-50
"exuR_2",1624.26095364315,1.20329316829841,0.0711463629456189,16.9129259526331,3.61314430515176e-64,1.20037517663878e-63
"licT_3",45.2169538013978,1.203019438929,0.354051029031597,3.39787019464258,0.000679126351365655,0.000890273920822245
"dapE",2954.70385205575,1.19701724717599,0.0725764248744339,16.4931966440477,4.1063749880019e-61,1.31239744616541e-60
"yceM",1461.87937346535,1.19636208973024,0.078905427192545,15.1619746866192,6.31419949504215e-52,1.8246095466686e-51
"ptsG_1",1018.72026343959,1.19374944690389,0.0899239086807975,13.2751063028336,3.22812668657864e-40,8.16225703346942e-40
"mtlR_1",461.86011042644,1.19353391301596,0.112548896738456,10.6045811874062,2.83732337241261e-26,6.07780529372032e-26
"mntB_2",803.843858043604,1.18251821891945,0.0952240606669526,12.4182712923294,2.08007607268322e-35,5.00596621106593e-35
"cspD",22535.0550897281,1.18166562831475,0.068534235319263,17.2419758214274,1.28566599453294e-66,4.34353966017681e-66
"polC_2",1500.31838074157,1.17567646908303,0.0733579252004712,16.026577440272,8.33486453581324e-58,2.57125743788215e-57
"dinF",6979.41947806855,1.17279582208577,0.0564150585342739,20.788701679238,5.47727931008048e-96,2.35287428427651e-95
"bin3_3",257.05681601838,1.1714291247755,0.143795178993483,8.14651181614787,3.74572167897513e-16,6.69537275503608e-16
"sodA",23460.4698293971,1.15565286106949,0.0520365381291973,22.2084885470323,2.84342724048833e-109,1.36041818272466e-108
"sufS",5075.12071527145,1.14905854796693,0.0653292580102542,17.5887279752446,3.00548574065815e-69,1.06021329217919e-68
"pisA",82.8403107516819,1.14845676842257,0.230488723343873,4.98270263187304,6.27022730761e-07,9.18407262837835e-07
"pyrF",2310.44253885757,1.14259803279879,0.1083841467354,10.5421140195737,5.52429124584087e-26,1.17704232144716e-25
"recQ_1",906.789048182542,1.13942950928151,0.0921845627129898,12.3603071463173,4.28516281406125e-35,1.02818170823872e-34
"ybhL",15507.374221644,1.12815984863582,0.0549630343146103,20.5257927023859,1.26680420114208e-93,5.36963690563671e-93
"dnaB",9071.07384810817,1.12717530601216,0.0644290694422986,17.4948251739324,1.56893168680206e-68,5.45033225110802e-68
"walK_3",332.729207862149,1.12301566336591,0.123535239010687,9.09065034689215,9.84483962337664e-20,1.88633737627768e-19
"pstB3_1",4840.07083707362,1.11938927155896,0.0576221255295273,19.4263793859071,4.61810312114402e-84,1.82666554148221e-83
"acpA_2",1046.0423761532,1.11611297027928,0.0811060953324917,13.7611478607596,4.36540272604635e-43,1.1454702062762e-42
"phoU",6713.00010767,1.11315098573716,0.0788297602796221,14.12094850712,2.82167707496504e-45,7.55283076347425e-45
"manZ_3",31.8551005961368,1.11064521746444,0.360574451905511,3.08021051296081,0.00206854332617982,0.00265291511656128
"lrp",335.294468931458,1.10580295211398,0.133696557189229,8.27099048294014,1.32850656123952e-16,2.39611002805953e-16
"ettA_1",567.195068820986,1.1036710635482,0.117087218525112,9.42605928683402,4.25785781932687e-21,8.37938028975903e-21
"hmo",349.070098689051,1.10303443391019,0.187693376931043,5.87678932493947,4.18300004775677e-09,6.43972454365637e-09
"dnaE",9968.84843963443,1.10032763647818,0.0575807437230305,19.1092987921601,2.11288849330586e-81,8.19513546675429e-81
"yccF",180.437107009505,1.09059548646839,0.159404595591907,6.8416815865236,7.82689083430255e-12,1.30830246372547e-11
"ykoD",71.4725769638008,1.0891049301189,0.253387286197408,4.29818301645335,1.72203949801325e-05,2.39705498068395e-05
"mngR",1160.5230916387,1.08666489353361,0.0879842613573403,12.3506735951356,4.83052713239073e-35,1.15729870428192e-34
"tmpC",77675.6486134282,1.07922635626757,0.0660794626761498,16.3322507865533,5.81970858341156e-60,1.83068785753773e-59
"hflX",3767.88567652614,1.07911276528251,0.0603484568245265,17.881364695376,1.64754458254225e-71,5.86364419354682e-71
"clpC",22605.6360655239,1.07388863461905,0.0488579503664113,21.9798134503269,4.49304286956239e-107,2.09938084957915e-106
"dgaR_4",4877.23945354787,1.06893849465635,0.0614107995991776,17.4063601456618,7.38313845601682e-68,2.53725919413223e-67
"sstT",2696.59412905473,1.06320151158432,0.071492104565117,14.8715934165279,5.03993655062166e-50,1.4330638092337e-49
"uvrB",5588.32790191186,1.06116836226203,0.0581928239113078,18.2353818037661,2.70359407778604e-74,9.95470814816149e-74
"xerC_3",1534.60992387354,1.06085674768524,0.0704423867125962,15.0599205562628,2.97143883313662e-51,8.55560226189608e-51
"lciA",599.136821075671,1.05772266162858,0.125986463784435,8.39552623239246,4.63812231461961e-17,8.45121945126812e-17
"yifK",4219.91573056977,1.05382372389504,0.0658036085305075,16.0146798546234,1.00924844136677e-57,3.10747400636627e-57
"catE",6214.96016901635,1.0518063425133,0.0515840917435228,20.3901301149761,2.04601138009313e-92,8.55896907169848e-92
"gmk_1",22872.8415376838,1.0515914456941,0.0691774401859236,15.2013639543153,3.46334075499195e-52,1.00625791390493e-51
"sufB_2",9605.46810219142,1.04881638977795,0.0622397109104634,16.851241344722,1.02735409950026e-63,3.38497288866272e-63
"srrB",744.637980795109,1.04663549875847,0.0917197153324007,11.4112379761033,3.67461850160635e-30,8.23568073712054e-30
"sufB_1",13228.5518208399,1.04275721356517,0.0595933930171272,17.497866135353,1.48738052106999e-68,5.17828774002145e-68
"folD",4059.25162074416,1.03529363598211,0.0563934185076314,18.3584124420834,2.827530234546e-75,1.05323853491947e-74
"garK",1154.53005511272,1.03286324699496,0.0759035409202429,13.6075765961993,3.61017371105804e-42,9.35017437645179e-42
"ftsL_2",2551.91283993845,1.0292712507092,0.0678450600523825,15.1709092734903,5.51080661625893e-52,1.59823393335422e-51
"cdaR_1",18595.2700919173,1.02435331818219,0.0720101319368916,14.2251276400926,6.39874944081877e-46,1.72431730293902e-45
"ypdF",13716.3512893572,1.02140554710769,0.0511271363847115,19.9777577883889,8.60006007067408e-89,3.52381948536851e-88
"xseA",6057.49267681822,1.01552058404356,0.0614043332840333,16.5382560111214,1.94574286783029e-61,6.23105631822206e-61
"levD_2",36.4367620781541,1.01386525275381,0.343201979234176,2.95413579786501,0.00313546000978147,0.00398922380225381
"npr_1",6703.49223859944,1.01357114339616,0.0564657641396232,17.9501890896207,4.78272593891263e-72,1.72135046179784e-71
"gtaB_1",11430.0212837753,1.00722482533455,0.0536261182843702,18.7823556423274,1.0530296852779e-78,3.99701053936836e-78
"cycA",2558.2213786946,1.00695047932928,0.103578551267725,9.72161192645535,2.43889580233481e-22,4.86561234972662e-22
"bin3_2",2865.43223149031,1.00258520135219,0.0684884796820737,14.6387422528027,1.5898200928756e-48,4.39538496265606e-48
"sigV",206.24569337189,1.00148831994805,0.158378139464407,6.32339995491055,2.55869888364926e-10,4.11348170630937e-10
"upp",7089.57316469259,0.994068252195385,0.0552153823785618,18.0034658707959,1.83000296197529e-72,6.61616455483374e-72
"ghrB",1093.32019331396,0.987962695203343,0.0917279618019052,10.77057285255,4.74042463850688e-27,1.03063926154204e-26
"coaE",1293.8370527491,0.9815923900674,0.100937974043496,9.72470865765954,2.36581672242304e-22,4.72571890304002e-22
"ybjG",153.631841609145,0.980869183998085,0.190536310014367,5.14793838467914,2.63364965796975e-07,3.90405580096073e-07
"gpsA_1",9755.91716960717,0.978961065188163,0.0511002667948458,19.157650763712,8.3560544686717e-82,3.24889903672442e-81
"pspB_2",1774.72266758009,0.97852040805258,0.0724723146210889,13.501989182609,1.52210220105391e-41,3.91048121749862e-41
"xerC_4",1205.52223887479,0.971465103065572,0.0896092500267173,10.8411252496358,2.19751323722851e-27,4.79730348782946e-27
"rsgA",8588.69476013124,0.964808149964034,0.0585532800775208,16.4774398408883,5.32943621133524e-61,1.69988803706861e-60
"helD_1",3225.17147097777,0.963999874882048,0.057861132688414,16.6605773183399,2.53565018337446e-62,8.20236638265667e-62
"ugl_1",285.50821674468,0.955256328939312,0.140526308316714,6.79770457490696,1.06299146768965e-11,1.7712829670157e-11
"copB",4402.7946254234,0.953610679081513,0.0729677368148334,13.0689359531795,4.9553812582345e-39,1.23923305957101e-38
"lytG",5442.37899612534,0.953376280374207,0.0645997175535883,14.7582112813936,2.72410175416979e-49,7.6639341604988e-49
"nrdH",7575.31513024174,0.951093293178625,0.0596776080347822,15.9371885787429,3.49738199351291e-57,1.06860734715748e-56
"gdh",9339.47641686577,0.941255550827203,0.0535696735441139,17.5706792398518,4.13195540646982e-69,1.45437549329048e-68
"glpK",453.538432168529,0.940348038542805,0.10844821548014,8.67094063631694,4.2856511453763e-18,7.99121415438894e-18
"glyA",11752.4590292107,0.937965360231711,0.0539456109999581,17.3872413871156,1.03077483838086e-67,3.52714816216832e-67
"glxR",6772.28709835918,0.93657818042056,0.0658784558287906,14.2167597682405,7.21155315242394e-46,1.94007776726826e-45
"yhfK",2086.64172879816,0.929275187554987,0.0727474468043593,12.7739904062077,2.29101124372884e-37,5.63236302689028e-37
"ssaB_2",1102.59970059579,0.928221889931627,0.0783866052994708,11.8415880670609,2.37905012217321e-32,5.50974216700403e-32
"tqsA_1",852.231352008122,0.922746204046664,0.100881908607934,9.14679566217183,5.86473080618082e-20,1.12913732870807e-19
"yodB",7253.52287139024,0.920969650017798,0.0572351613504734,16.0909767403002,2.9514410564332e-58,9.14031551972916e-58
"nox_1",11838.5385034793,0.920187002499225,0.0612206900930684,15.0306538704537,4.6241862315032e-51,1.324274121495e-50
"kduI1",703.690914363241,0.919181533977878,0.0942259518836067,9.75507825183133,1.7546530432997e-22,3.52253211456398e-22
"queG",8376.87781009057,0.91777452623713,0.0622303753175,14.7480152828042,3.16846221150852e-49,8.89842287168826e-49
"mutM",4154.38592396571,0.913707280209845,0.0733015646230515,12.4650447082341,1.15806820108006e-35,2.79545768176123e-35
"yodJ",8707.03043616036,0.913064898123111,0.0600606576830642,15.202379283645,3.41006901259346e-52,9.92584750842324e-52
"glmM",19942.6594900953,0.910711431056377,0.0716443461226397,12.7115603720834,5.10063941089249e-37,1.24821160468701e-36
"garB",3686.51206420484,0.910551593721591,0.0654295031268093,13.9165292445649,5.02730437169511e-44,1.32568191187604e-43
"menH_1",2024.88302151658,0.907280032557358,0.0711863694805953,12.7451370139711,3.31807355796426e-37,8.13233365893695e-37
"opuCC",1013.17830257341,0.905133414878478,0.0845564811354505,10.7044830002865,9.69704295435755e-27,2.09121115264013e-26
"cadA",2144.80169084622,0.903095405439457,0.0663218907491109,13.6168525239393,3.17979171053594e-42,8.26228805436817e-42
"rpe_1",2572.60488217523,0.902691299587531,0.0664291028327175,13.5887925787692,4.66716227461305e-42,1.20681639398571e-41
"ldhB",9202.39326760796,0.899291412338654,0.0589048364512142,15.2668518667981,1.27165758000979e-52,3.7082277606855e-52
"lacM",161.637127758293,0.896398857766429,0.167788468437436,5.34243423349845,9.17066479688533e-08,1.37345101644075e-07
"pepF1_1",4701.76462845162,0.890395313063889,0.0577322853033071,15.422831581775,1.149516940854e-53,3.39543081605302e-53
"ssbA",270.505011029958,0.888739913644003,0.131148645206091,6.77658478474873,1.23049863351691e-11,2.04613612524455e-11
"sorA_3",13447.6177278783,0.88820217360039,0.0483811787377222,18.3584236013636,2.82694931867083e-75,1.05323853491947e-74
"pepV",32595.4504347879,0.884074545431739,0.0608359812244011,14.5320997153103,7.58590259343063e-48,2.08286466396944e-47
"dgaR_5",16090.8616493094,0.883388125013906,0.047917819964149,18.4354823669949,6.82077071813366e-76,2.55858957924357e-75
"yheS_1",6268.18702448546,0.87392220022335,0.0580325448894148,15.0591741563061,3.00517520893377e-51,8.63717622999311e-51
"ybaK_1",1444.87072156263,0.870363794158223,0.0868346293532756,10.0232338254967,1.20494566322797e-23,2.4749398069901e-23
"irtA",235.227227352125,0.867749075713775,0.172922553975927,5.01813705477989,5.21749510423194e-07,7.66319593434066e-07
"ftsW_2",527.66985905914,0.861421517302446,0.112490218405937,7.65774597568905,1.89224692693205e-14,3.29391131725208e-14
"thiN",6794.3714602396,0.855261412295937,0.065016883084102,13.1544511475523,1.60444317870795e-39,4.03128962197374e-39
"soj_4",1688.98031689893,0.855058191996224,0.0812991583485059,10.5174298155811,7.18056255683356e-26,1.52182214400796e-25
"mshD_2",1356.20438995525,0.84843466276995,0.0869920315315377,9.75301585481841,1.7906793467592e-22,3.59034579187103e-22
"mntR",104.973091643601,0.846740513481883,0.2441310371189,3.46838535351608,0.000523595883503345,0.000689782540674645
"ltaS1_2",18630.9445288741,0.845073127066848,0.0482490026567236,17.5148309920368,1.10413364211337e-68,3.85241388667503e-68
"pbp",127605.402205379,0.844539151233283,0.0505066962044739,16.721330332402,9.16503060554831e-63,2.98283480807866e-62
"feuC",389.660933605641,0.840696634635056,0.116251975671101,7.23167610513171,4.77068926961164e-13,8.16227136278308e-13
"nusB",7875.24654308399,0.836671032330028,0.0748313047034325,11.1807623246164,5.06529924267444e-29,1.11800389361792e-28
"lspA",2655.16921104473,0.835681597698574,0.0631026524489065,13.2432087284321,4.93926256215828e-40,1.24691020131579e-39
"mprA",635.977441165594,0.835292001697352,0.112679173990747,7.413011403207,1.23463265617579e-13,2.12601614716478e-13
"est",1759.41295799069,0.830603003335676,0.0694616131560402,11.9577269458138,5.91591874861488e-33,1.38211084214716e-32
"ntpJ_2",1099.0087555928,0.829957422814175,0.0766196620507267,10.8321728470258,2.42335522558361e-27,5.2831127564565e-27
"mtlA_2",445.724580371907,0.829664030593607,0.139163454072667,5.96179532997493,2.49481514408257e-09,3.87812704303886e-09
"crr_2",237.449367033237,0.829632542954912,0.168164636915197,4.93345425158133,8.07879710804671e-07,1.17576664650807e-06
"relA",61742.7315388126,0.815118921931355,0.0502995895506489,16.2052797888256,4.62776111228374e-59,1.44436762840418e-58
"opuCA_2",2198.80073862733,0.813756214645672,0.0699600621354704,11.6317251558456,2.84293190790191e-31,6.46231179065043e-31
"lplJ",8294.89771757045,0.813714309434828,0.0554092432696428,14.6855337019309,7.98033969005411e-49,2.2178404912533e-48
"glpE_3",229.559076596854,0.802859113738656,0.162900028315661,4.92853882249123,8.28468738640203e-07,1.20353913122459e-06
"hssR",514.847370102215,0.799462765076765,0.109891390780254,7.27502636376151,3.46352804242816e-13,5.93853842467832e-13
"rsiV",534.945506045027,0.798055517138396,0.128956677491616,6.18855520056555,6.07181458524714e-10,9.66410329404874e-10
"rny_1",41655.5017666236,0.797285247505414,0.0542386305092291,14.6995829359989,6.48579391566457e-49,1.80877812866178e-48
"chrR",1110.75228023004,0.795040104849803,0.0784260255228381,10.1374524534369,3.76797772142646e-24,7.79951865134649e-24
"fepC",608.108703135556,0.788663595492102,0.104459128678908,7.5499729460346,4.35348665115011e-14,7.52908189235701e-14
"znuA_2",1374.3793896752,0.78760970250465,0.0733250197082996,10.7413500281065,6.50855932216178e-27,1.40930593452771e-26
"cdr_1",651.575108622597,0.784682418209419,0.0917124584882306,8.55589776071826,1.16954922142334e-17,2.15315628552361e-17
"dtd",6144.1256079784,0.783073371084986,0.0547607513012793,14.2999018909861,2.1911824157007e-46,5.93476186489783e-46
"pgdA",759.036448935679,0.77986776470264,0.0910133754595287,8.56871598009709,1.04645275655343e-17,1.92875606109848e-17
"natA_2",3997.98798733191,0.779231793023722,0.0618704804584002,12.5945650858111,2.262032880676e-36,5.50186992895015e-36
"ctsR",1641.70742555618,0.777239884524687,0.0935081533162842,8.31200122085325,9.41014575026017e-17,1.7087969214677e-16
"agaS",2702.64726874142,0.770193900379002,0.0597994441521121,12.879616379374,5.86262335183268e-38,1.44575186978837e-37
"walK_1",2657.70180537637,0.76182455781061,0.0670626555299083,11.3598925033748,6.62260778203883e-30,1.47600100916291e-29
"opuCD",255.035414431758,0.760077067125258,0.146160633227758,5.20028581116539,1.98982305202985e-07,2.95514613117444e-07
"yvoA_2",376.895730271745,0.759906727143036,0.125358709688416,6.0618582389035,1.34557789101918e-09,2.11429053082463e-09
"acuI",1636.34443914455,0.7593041253954,0.0680904196026936,11.1514091090336,7.04812730992959e-29,1.55136466133161e-28
"yvbK",661.484597687354,0.753235217473528,0.0988547397014144,7.61961661877454,2.5443025499222e-14,4.41934290736486e-14
"celA_2",774.685914708563,0.750911958522333,0.118543344691441,6.33449275855089,2.38123353094728e-10,3.83203543046703e-10
"ftsE",7063.12970297826,0.746574767903525,0.0642157528438413,11.6260377686303,3.03877942011416e-31,6.88790001892543e-31
"rpmGA_1",81.9978722403717,0.741263677259912,0.251335648887787,2.94929780371451,0.00318496906641842,0.00404899010989391
"znuC_2",785.001392014915,0.736515892839912,0.0918229657922463,8.02104230118545,1.04851609186515e-15,1.85757063725113e-15
"exoA",1817.01102922154,0.735882842974241,0.0738539687698384,9.96402570141595,2.19010621077702e-23,4.46971867793317e-23
"secA",28467.6898622032,0.735025444227238,0.0539920931287784,13.6135756484584,3.32566350380369e-42,8.62728941408814e-42
"panT_2",852.772810575875,0.734483711985403,0.094486451323542,7.77342890644049,7.63895355738008e-15,1.33556321495551e-14
"nadR",3235.19275181974,0.73286512562441,0.0601471246049637,12.1845413299097,3.75761406082087e-34,8.89580336176555e-34
"rnr",13811.9617354298,0.732571646337259,0.0579686393933908,12.6373786585852,1.31360707058613e-36,3.20970045687558e-36
"ybeY",2803.45206732808,0.731411221173661,0.0603309785091433,12.1233110956888,7.94818693445876e-34,1.87057477485495e-33
"yhaM",6146.14016800038,0.731203494672416,0.0569109860497952,12.8481958480325,8.80396165836572e-38,2.16775512019544e-37
"aroD",1393.72678000658,0.730703956518932,0.0732467690571768,9.97592065731311,1.94291117012315e-23,3.97538034552726e-23
"desR",366.621401968125,0.728399803278297,0.119344557031874,6.10333492698592,1.03877846485427e-09,1.63543644023362e-09
"sdhA",2868.12410154334,0.72830604224293,0.0678417270916741,10.7353700069984,6.94402354677713e-27,1.5015628724966e-26
"ysdC",7066.7548404381,0.724164986010658,0.0540234760638579,13.4046351470362,5.68019329051566e-41,1.44999183358531e-40
"ntpD",11993.1448863237,0.721631120085296,0.0609287538375612,11.8438516239672,2.31568636086657e-32,5.3707791069155e-32
"yigZ",852.856519901875,0.720483837756973,0.117704141281973,6.12114263703754,9.29066887284833e-10,1.46849543608424e-09
"fmnP",1732.04190961385,0.71555557827372,0.112421633448389,6.364927784137,1.95381640547729e-10,3.1601200566323e-10
"mnmG_2",1943.28033502483,0.71552118545989,0.0805390592901976,8.88415126481339,6.44106014375377e-19,1.22387801542432e-18
"yvoA_1",1322.06995174005,0.714313466929249,0.0785337084091671,9.09562888852283,9.4040631803466e-20,1.80404477337261e-19
"iscU",3513.74801006492,0.709234098807833,0.0681018807015,10.4143100234853,2.13338899803069e-25,4.50350808302912e-25
"pepF1_2",16847.3946285313,0.708830308047107,0.0503091528690033,14.0894900355962,4.40732729772188e-45,1.17774398357183e-44
"sepF",17405.24802342,0.70148447243412,0.0539942679176166,12.9918322719818,1.36128499742849e-38,3.37784693461294e-38
"dinG_1",4277.04130377739,0.698654378745334,0.0553910870194396,12.6131191196905,1.78774970774795e-36,4.35491468442259e-36
"phaJ",4281.44690167314,0.697381793498456,0.0631724964679554,11.0393261702457,2.46877556866735e-28,5.41166441526807e-28
"clsA_2",2338.70268902373,0.692643844319751,0.0606429396036431,11.4216733035504,3.2589801915114e-30,7.31439655342024e-30
"rsmH_2",13629.3605944037,0.686604055933271,0.0643501872472139,10.6698066517747,1.4091930801029e-26,3.03080826649317e-26
"addB",14744.7194473999,0.681896177600134,0.0474234251720846,14.3788892330267,7.0212380146934e-47,1.91140346635095e-46
"deoD",12352.247568909,0.678935091361049,0.0601755958399457,11.2825653304185,1.60010685052023e-29,3.55628754816597e-29
"bin3_1",1085.04015824829,0.678300705708476,0.0799350399698291,8.4856491716836,2.14517741257641e-17,3.92218936532849e-17
"sdhB",2289.18725238827,0.676644039490198,0.0771577327432197,8.76962056080709,1.79269374492555e-18,3.37821297687622e-18
"manR_3",1828.57552905392,0.67488773171134,0.070663518711014,9.55072354196463,1.287936109328e-21,2.54718057265613e-21
"ntpC",9542.02007222861,0.672864604030969,0.0588326239911809,11.4369300293632,2.73388976751215e-30,6.15317725138651e-30
"pepT",1738.25028992888,0.672684901025046,0.0671471813140523,10.0180661028621,1.26962848408104e-23,2.60444970161938e-23
"ndoA",1349.78392968628,0.671567733235951,0.0735019048691558,9.13673916929691,6.43637752181201e-20,1.23770532850248e-19
"pstS1_2",1979.1325667174,0.671553380236473,0.0780015762620136,8.609484736317,7.33896945643177e-18,1.35894243237288e-17
"alr",5431.21086986238,0.670077698515168,0.0519123678805157,12.9078623432754,4.06427753560364e-38,1.00537391670195e-37
"ubiE_2",2856.16175925278,0.668256158682276,0.0747047935456492,8.9452915531308,3.70969171272418e-19,7.07408992474134e-19
"yjiA",925.37619343156,0.667920335156743,0.087355237418299,7.64602506840453,2.07287273476247e-14,3.60440764978284e-14
"addA",16635.2775450345,0.66505110571724,0.0511526731734431,13.0012971846507,1.20285496696939e-38,2.9893658432614e-38
"yvcJ",5411.90504919703,0.663863817699965,0.0605854596053929,10.9574776196114,6.11808541052273e-28,1.33927403918018e-27
"gno",377.242070341441,0.662259794358811,0.121202097865435,5.46409514374978,4.65273952124213e-08,6.99442874406861e-08
"secG",3360.34379270135,0.6622353930731,0.0792217962730252,8.35925747998457,6.31142272492702e-17,1.148707689571e-16
"topB_1",10825.1374565676,0.659549744682973,0.0559044878806686,11.7977960211499,4.00668241632273e-32,9.22576152922726e-32
"manZ_5",10827.0556426689,0.658564236201782,0.0648829435512836,10.1500363601915,3.31239989459325e-24,6.87430523579223e-24
"ppnKA",2625.23563278163,0.656170519514552,0.0685395039517586,9.57361057028361,1.03236019875635e-21,2.04678858264596e-21
"dinB_4",954.43430114532,0.655009987922608,0.0958200619422725,6.83583348461227,8.15296009567453e-12,1.36138246947627e-11
"malP",218.999164809509,0.653414504476501,0.159442160550406,4.09812876481895,4.16503574803835e-05,5.70817077647109e-05
"nth",3357.15973033961,0.651096191816206,0.087449158828755,7.44542543961112,9.66324958005181e-14,1.66758885841499e-13
"lacL",123.742998726141,0.650385716134054,0.195661210465619,3.3240401333832,0.000887234267568352,0.00115550151554542
"dgaR_7",593.504778008572,0.641702671278253,0.094296751280203,6.80514081944809,1.00950441861507e-11,1.68391238094664e-11
"yjbM",1663.93258502712,0.641000830283611,0.0784661368713882,8.16913965490947,3.10596446628461e-16,5.57677664845259e-16
"recN",16354.3829038064,0.640731522579085,0.0481380897566081,13.3102814386425,2.01720445490078e-40,5.10854630575506e-40
"smc_5",15139.8699177422,0.639717714890688,0.0544114494761227,11.7570423330004,6.49705489964234e-32,1.49170886919949e-31
"secE",184.069679549005,0.639142745964124,0.210476822479505,3.03664193726775,0.00239229447827796,0.0030607578673244
"ybbH_1",1602.23673511937,0.635689801356353,0.0750733079951277,8.46758745994794,2.50527799973805e-17,4.57535342123589e-17
"rhaB",137.995360794652,0.63533649161573,0.189400282451037,3.35446433022071,0.000795188044848272,0.0010390110348876
"adaA",82.3666079595723,0.629981138793475,0.224577955934084,2.80517798896692,0.00502888015175654,0.00632767754528106
"glpE_1",2381.42523304794,0.629698866994284,0.0916545083385553,6.87035344369848,6.40430288955803e-12,1.07275429952974e-11
"dinB_3",1616.38277575831,0.629348254238252,0.103837911929208,6.06087162718864,1.35385856854474e-09,2.12521217341305e-09
"yehU_2",106.764286729787,0.628901151813099,0.203535177313704,3.08988922756968,0.00200231157818404,0.00257147597121742
"bglH_3",4230.82181496927,0.624973909300903,0.0549995841790877,11.3632478977638,6.373034614822e-30,1.4243509530749e-29
"oatA",27779.5901548338,0.624450417962568,0.0450853187289593,13.8504159572786,1.26477557555619e-43,3.32419633180723e-43
"cbh_3",5668.70218938238,0.620275029967303,0.051948708347932,11.9401434548275,7.30970145025423e-33,1.70275552733327e-32
"abfA_1",310.968697238851,0.61752847076642,0.129106086108519,4.78310890973305,1.72604542672381e-06,2.47818561716501e-06
